date/run_id,representation_id,sample_rule,model,parameters,runtime,seed,silhouette,calinski,davies,diagnostics,notes,k
2026-06-05 17:22:48,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=3, n_init=10, max_iter=300",0.19752240180969238,42,0.44346093638084383,60586.90248325019,0.9278989099844172,OK,,
2026-06-05 17:23:00,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=4, n_init=10, max_iter=300",0.17204499244689941,42,0.33249361989528364,59452.078241891526,1.132463897551911,OK,,
2026-06-05 17:23:11,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=5, n_init=10, max_iter=300",0.30923938751220703,42,0.357433872274927,59226.31858235171,1.0007073811135538,OK,,
2026-06-05 17:23:23,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=6, n_init=10, max_iter=300",0.2406144142150879,42,0.3671779008709318,61442.802843039535,0.96630030226695,OK,,
2026-06-05 17:23:35,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=7, n_init=10, max_iter=300",0.2656376361846924,42,0.3403850769677729,58188.254108041954,1.0465673837132206,OK,,
2026-06-05 17:23:46,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=8, n_init=10, max_iter=300",0.31350207328796387,42,0.3579001160829605,57183.40000612272,1.0025175806261775,OK,,
2026-06-05 17:23:57,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=9, n_init=10, max_iter=300",0.3418304920196533,42,0.35913559852950083,55288.199424118895,0.980989163586984,OK,,
2026-06-05 17:24:09,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),kmeans,"k=10, n_init=10, max_iter=300",0.3783385753631592,42,0.33957602475232074,50856.79147358287,1.136968670738574,OK,,
2026-06-05 17:24:11,R-EUCLID-robust-weighted-withADR,117430 (Full matrix),ikmeans,"k=8 (auto), min_cluster_size=1000",0.6154820919036865,42,0.32652793799660856,56164.93488084759,1.0121848832444267,OK,"11 clusters extracted, 8 retained",8.0
2026-06-05 17:24:13,R-EUCLID-robust-weighted-noADR,117430 (Full matrix),ikmeans,"k=9 (auto), min_cluster_size=1000",0.4353625774383545,42,0.30431133493028206,44659.629652835654,1.0999959925352354,OK,"11 clusters extracted, 9 retained",9.0
2026-06-05 17:27:41,R-EUCLID-robust-weighted-withADR,30000 (Random seed=42),hierarchical_ward,"k=2, linkage=ward, subsample=30000, seed=42",29.82295322418213,42,0.42977580799975446,13477.224486268458,0.9676771441172514,OK,"Ward k=2, subsample n=30000 seed=42, withADR",
2026-06-05 17:28:12,R-EUCLID-robust-weighted-withADR,30000 (Random seed=42),hierarchical_ward,"k=3, linkage=ward, subsample=30000, seed=42",27.374454498291016,42,0.4527258211160398,15927.875022463475,0.8318559161109155,OK,"Ward k=3, subsample n=30000 seed=42, withADR",
2026-06-05 17:28:44,R-EUCLID-robust-weighted-withADR,30000 (Random seed=42),hierarchical_ward,"k=4, linkage=ward, subsample=30000, seed=42",28.688822269439697,42,0.3051576812320465,14795.838028357897,1.1101692760223107,OK,"Ward k=4, subsample n=30000 seed=42, withADR",
2026-06-05 17:29:13,R-EUCLID-robust-weighted-withADR,30000 (Random seed=42),hierarchical_ward,"k=5, linkage=ward, subsample=30000, seed=42",26.634711027145386,42,0.2955781291742333,14177.773845201309,1.1183474124913046,OK,"Ward k=5, subsample n=30000 seed=42, withADR",
2026-06-05 17:29:43,R-EUCLID-robust-weighted-withADR,30000 (Random seed=42),hierarchical_ward,"k=6, linkage=ward, subsample=30000, seed=42",26.455420970916748,42,0.301961044952382,13710.834996610114,1.1996979593975345,OK,"Ward k=6, subsample n=30000 seed=42, withADR",
2026-06-05 17:30:11,R-EUCLID-robust-weighted-withADR,30000 (Random seed=42),hierarchical_ward,"k=7, linkage=ward, subsample=30000, seed=42",25.816030979156494,42,0.30601536976336874,13318.079346491191,1.0912467321795698,OK,"Ward k=7, subsample n=30000 seed=42, withADR",
2026-06-05 17:30:40,R-EUCLID-robust-weighted-withADR,30000 (Random seed=42),hierarchical_ward,"k=8, linkage=ward, subsample=30000, seed=42",25.704167366027832,42,0.288433153613902,12979.882482409444,1.0320761929161562,OK,"Ward k=8, subsample n=30000 seed=42, withADR",
2026-06-05 17:31:22,R-EUCLID-robust-weighted-noADR,30000 (Random seed=42),hierarchical_ward,"k=2, linkage=ward, subsample=30000, seed=42",17.275266647338867,42,0.44953128601146175,11260.294413609838,0.7215619604013713,OK,"Ward k=2, subsample n=30000 seed=42, noADR",
2026-06-05 17:31:45,R-EUCLID-robust-weighted-noADR,30000 (Random seed=42),hierarchical_ward,"k=3, linkage=ward, subsample=30000, seed=42",20.21170687675476,42,0.421821129273228,15023.259007686427,0.9581834135284909,OK,"Ward k=3, subsample n=30000 seed=42, noADR",
2026-06-05 17:32:06,R-EUCLID-robust-weighted-noADR,30000 (Random seed=42),hierarchical_ward,"k=4, linkage=ward, subsample=30000, seed=42",17.60264253616333,42,0.323036808174761,14402.937397965641,1.1377801397987775,OK,"Ward k=4, subsample n=30000 seed=42, noADR",
2026-06-05 17:32:27,R-EUCLID-robust-weighted-noADR,30000 (Random seed=42),hierarchical_ward,"k=5, linkage=ward, subsample=30000, seed=42",17.531647205352783,42,0.32851655784904665,13936.45114917028,1.1312864906433209,OK,"Ward k=5, subsample n=30000 seed=42, noADR",
2026-06-05 17:32:48,R-EUCLID-robust-weighted-noADR,30000 (Random seed=42),hierarchical_ward,"k=6, linkage=ward, subsample=30000, seed=42",17.800270080566406,42,0.32365626042779305,13707.797690402884,1.0700752804946678,OK,"Ward k=6, subsample n=30000 seed=42, noADR",
2026-06-05 17:33:10,R-EUCLID-robust-weighted-noADR,30000 (Random seed=42),hierarchical_ward,"k=7, linkage=ward, subsample=30000, seed=42",19.109870433807373,42,0.32474106108899103,13270.005841793189,1.1143747894877867,OK,"Ward k=7, subsample n=30000 seed=42, noADR",
2026-06-05 17:33:30,R-EUCLID-robust-weighted-noADR,30000 (Random seed=42),hierarchical_ward,"k=8, linkage=ward, subsample=30000, seed=42",17.41358709335327,42,0.3275974670449819,13000.93014031411,1.049375683430419,OK,"Ward k=8, subsample n=30000 seed=42, noADR",
2026-06-05 17:34:47,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_stability,"k=2, seeds=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.38849611767659964,54947.202984423224,1.0733218742437853,OK,"stability k=2: ARI=0.9975+/-0.0021, sil=0.3885+/-0.0042",2
2026-06-05 17:34:47,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_stability,"k=3, seeds=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.45037343797958596,63835.26462850019,0.8566287167822745,OK,"stability k=3: ARI=0.9894+/-0.0075, sil=0.4504+/-0.0018",3
2026-06-05 17:34:47,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_stability,"k=4, seeds=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.37501979197997104,61668.36895323696,0.9690938480098671,OK,"stability k=4: ARI=0.9942+/-0.0057, sil=0.3750+/-0.0028",4
2026-06-05 17:34:47,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_stability,"k=5, seeds=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.32683810825604326,62219.802577768955,1.071585347923922,OK,"stability k=5: ARI=0.9803+/-0.0138, sil=0.3268+/-0.0023",5
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=2, scaler=RobustScaler on numerical (main pipeline)",,42,0.39296888659679285,54947.16818550779,1.0739325006064275,OK,sensitivity: RobustScaler on numerical (main pipeline),2
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=3, scaler=RobustScaler on numerical (main pipeline)",,42,0.4501809860737608,63837.212056555596,0.8571178672228462,OK,sensitivity: RobustScaler on numerical (main pipeline),3
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=4, scaler=RobustScaler on numerical (main pipeline)",,42,0.3747687401744631,61668.24825421074,0.9696359631372058,OK,sensitivity: RobustScaler on numerical (main pipeline),4
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=2, scaler=StandardScaler on numerical",,42,0.35645996109572836,44599.24686914625,1.17720659801584,OK,sensitivity: StandardScaler on numerical,2
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=3, scaler=StandardScaler on numerical",,42,0.4432762958869838,62062.12622763231,0.9064035652549585,OK,sensitivity: StandardScaler on numerical,3
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=4, scaler=StandardScaler on numerical",,42,0.32042011737704035,59570.047424734716,1.1531049011671266,OK,sensitivity: StandardScaler on numerical,4
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=2, scaler=RobustScaler unweighted (all weights=1.0)",,42,0.43480617992128145,67610.23361616381,1.0089620181932544,OK,sensitivity: RobustScaler unweighted (all weights=1.0),2
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=3, scaler=RobustScaler unweighted (all weights=1.0)",,42,0.25456172722000736,53666.663961124774,1.3843849291091475,OK,sensitivity: RobustScaler unweighted (all weights=1.0),3
2026-06-05 17:35:06,R-EUCLID-robust-weighted-withADR,full data; silhouette sample_size=10000,kmeans_sensitivity,"k=4, scaler=RobustScaler unweighted (all weights=1.0)",,42,0.26870324529162665,52149.78164816761,1.2400682471907343,OK,sensitivity: RobustScaler unweighted (all weights=1.0),4
2026-06-05 18:34:54,E4-Original 7D,"full data; PCA comparison; seeds=[42, 7, 123]",kmeans_pca,"k=3, seeds=[42, 7, 123]",,"[42, 7, 123]",0.453,,,OK,E4 sil=0.453+/-0.0022 ari=1.0+/-0.0,3
2026-06-05 18:34:54,E4-PCA-2,"full data; PCA comparison; seeds=[42, 7, 123]",kmeans_pca,"k=3, seeds=[42, 7, 123]",,"[42, 7, 123]",0.593,,,OK,E4 sil=0.593+/-0.0016 ari=0.9916+/-0.0019,3
2026-06-05 18:34:54,E4-PCA-3,"full data; PCA comparison; seeds=[42, 7, 123]",kmeans_pca,"k=3, seeds=[42, 7, 123]",,"[42, 7, 123]",0.504,,,OK,E4 sil=0.504+/-0.0023 ari=0.9877+/-0.0036,3
2026-06-05 18:34:54,E4-PCA-4,"full data; PCA comparison; seeds=[42, 7, 123]",kmeans_pca,"k=3, seeds=[42, 7, 123]",,"[42, 7, 123]",0.472,,,OK,E4 sil=0.472+/-0.0027 ari=0.9882+/-0.0008,3
2026-06-05 18:34:55,R-EUCLID-robust-weighted-withADR,"full data; top-20 cluster-aware anomalies; seeds=[42, 7, 123]",e1_anomaly,"k=3, seeds=[42, 7, 123]",,"[42, 7, 123]",,,,OK,E1: core=20/20 noadr_overlap=17/20,3
